NOMBRE,NOM_MUN,ENTIDAD,Total UP agropecuaria activas,UP Agricolas,UP Argri Riego ( R ),P UP Riego,UP Riego Gravedad (RG),UP RG Canales revestidos,UP RG Canales de Tierra,UP RG Tuber�a De Compuerta,UP R Por Microaspersi�n,UP R Por Aspersi�n,UP R Por Aspersi�n Pivote Central,UP R Por Aspersi�n Avance Frontal,UP R Por Aspersi�n Ca��n,UP R Por Aspersores,UP R Sistema De Goteo,UP R Mediante Alg�n Otro Sistema
07 CHS,Reforma,  Reforma,1576,745,8,100,75,33.33333333,50,33.33333333,0,25,0,50,0,50,37.5,0
07 CHS,Las Rosas,  Las Rosas,2549,2518,674,83.67952522,99.82269504,2.841918295,95.02664298,72.64653641,1.418439716,0.709219858,0,0,0,100,0.354609929,0
07 CHS,Sabanilla,  Sabanilla,5915,5877,19,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Salto de Agua,  Salto De Agua,9342,8663,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,San Cristóbal de las Casas,  San Cristóbal De Las Casas,3547,3527,146,100,47.26027397,36.23188406,68.11594203,18.84057971,4.109589041,52.05479452,1.315789474,0,0,100,8.219178082,8.219178082
07 CHS,San Fernando,  San Fernando,2309,2283,6,66.66666667,25,100,0,100,25,25,0,0,0,100,50,25
07 CHS,Siltepec,  Siltepec,2859,2853,5,60,66.66666667,0,50,50,33.33333333,33.33333333,0,0,0,100,66.66666667,0
07 CHS,Simojovel,  Simojovel,5378,5329,2,100,100,50,50,50,0,0,0,0,0,0,0,0
07 CHS,Sitalá,  Sitalá,2260,2258,1,100,100,0,100,0,0,0,0,0,0,0,0,0
07 CHS,Socoltenango,  Socoltenango,5699,5577,2647,63.77030601,99.76303318,47.20902613,67.10213777,58.96674584,0,0.651658768,0,9.090909091,18.18181818,72.72727273,2.251184834,0.118483412
07 CHS,Solosuchiapa,  Solosuchiapa,1330,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Soyaló,  Soyaló,1352,1338,23,100,60.86956522,78.57142857,21.42857143,0,4.347826087,60.86956522,0,0,0,100,39.13043478,4.347826087
07 CHS,Suchiapa,  Suchiapa,1622,1601,16,93.75,60,0,55.55555556,44.44444444,6.666666667,6.666666667,0,0,0,100,60,0
07 CHS,Suchiate,  Suchiate,2088,1994,1436,84.88857939,69.40114848,2.600472813,26.59574468,76.95035461,33.8802297,17.63740771,1.860465116,0.465116279,4.186046512,95.34883721,1.148482363,0.328137818
07 CHS,Sunuapa,  Sunuapa,357,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Tapachula,  Tapachula,11606,11452,841,86.68252081,73.52537723,3.544776119,57.08955224,80.41044776,7.407407407,24.69135802,11.66666667,0,58.88888889,33.33333333,3.566529492,0.960219479
07 CHS,Tapalapa,  Tapalapa,519,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Tapilula,  Tapilula,1105,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Tecpatán,  Tecpatán,2570,2171,3,66.66666667,50,0,100,0,0,50,100,0,0,0,100,0
07 CHS,Tenejapa,  Tenejapa,8303,8296,3,100,0,0,0,0,33.33333333,0,0,0,0,0,66.66666667,0
07 CHS,Teopisca,  Teopisca,2395,2379,277,87.00361011,25.31120332,0,59.01639344,47.54098361,40.24896266,73.85892116,0.561797753,0,1.685393258,98.87640449,3.734439834,1.244813278
07 CHS,Tila,  Tila,10818,10772,44,22.72727273,100,0,90,10,0,0,0,0,0,0,0,10
07 CHS,Tonalá,  Tonalá,4954,4488,49,93.87755102,36.95652174,11.76470588,64.70588235,23.52941176,21.73913043,17.39130435,0,0,25,75,50,6.52173913
07 CHS,Totolapa,  Totolapa,1751,1744,77,84.41558442,87.69230769,8.771929825,85.96491228,43.85964912,9.230769231,7.692307692,40,20,40,40,15.38461538,1.538461538
07 CHS,La Trinitaria,  La Trinitaria,12540,12322,1066,33.39587242,46.06741573,18.29268293,60.36585366,58.53658537,2.528089888,3.93258427,14.28571429,7.142857143,21.42857143,57.14285714,66.01123596,1.123595506
07 CHS,Tumbalá,  Tumbalá,7697,7626,4,50,0,0,0,0,0,100,0,0,0,100,0,0
07 CHS,Tuxtla Gutiérrez,  Tuxtla Gutiérrez,675,662,26,88.46153846,86.95652174,20,30,75,4.347826087,4.347826087,100,0,0,0,39.13043478,0
07 CHS,Tuxtla Chico,  Tuxtla Chico,3472,3421,111,100,66.66666667,10.81081081,67.56756757,35.13513514,15.31531532,14.41441441,0,0,37.5,62.5,16.21621622,8.108108108
07 CHS,Tuzantán,  Tuzantán,3039,2985,14,100,28.57142857,0,100,25,14.28571429,28.57142857,0,0,25,75,14.28571429,21.42857143
07 CHS,Tzimol,  Tzimol,2797,2544,1024,75,96.35416667,80.27027027,40.40540541,81.48648649,0.78125,3.515625,3.703703704,3.703703704,18.51851852,77.77777778,0.911458333,0.130208333
07 CHS,Unión Juárez,  Unión Juárez,1971,1969,1,100,100,0,100,100,0,0,0,0,0,0,0,0
07 CHS,Venustiano Carranza,  Venustiano Carranza,7841,7651,1472,79.21195652,95.02572899,14.44043321,88.71841155,67.32851986,0.600343053,2.915951973,5.882352941,2.941176471,32.35294118,67.64705882,4.888507719,0.085763293
07 CHS,Villa Corzo,  Villa Corzo,8952,8568,75,90.66666667,77.94117647,7.547169811,49.05660377,77.35849057,7.352941176,11.76470588,25,0,0,87.5,16.17647059,1.470588235
07 CHS,Villaflores,  Villaflores,11176,10753,141,99.29078014,57.14285714,12.5,68.75,46.25,17.14285714,35,10.20408163,0,46.93877551,53.06122449,28.57142857,1.428571429
07 CHS,Yajalón,  Yajalón,2957,2942,10,30,66.66666667,0,50,50,0,33.33333333,0,0,0,100,33.33333333,0
07 CHS,San Lucas,  San Lucas,1379,1372,77,100,74.02597403,1.754385965,82.45614035,22.80701754,9.090909091,28.57142857,27.27272727,0,4.545454545,68.18181818,5.194805195,1.298701299
07 CHS,Zinacantán,  Zinacantán,4134,4125,816,99.3872549,88.9025894,1.386962552,98.47434119,3.19001387,0.863131936,4.685573366,0,2.631578947,0,97.36842105,2.466091245,9.617755857
07 CHS,San Juan Cancuc,  San Juan Cancuc,2086,2086,4,100,50,0,100,0,0,25,0,0,0,100,0,50
07 CHS,Aldama,  Aldama,1169,1166,10,100,90,0,88.88888889,11.11111111,10,50,0,0,20,100,0,10
07 CHS,Benemérito de las Américas,  Benemérito De Las Américas,2412,2228,4,50,100,0,50,50,0,0,0,0,0,0,0,0
07 CHS,Maravilla Tenejapa,  Maravilla Tenejapa,2261,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Marqués de Comillas,  Marqués De Comillas,2429,2122,3,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Montecristo de Guerrero,  Montecristo De Guerrero,1266,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,San Andrés Duraznal,  San Andrés Duraznal,646,634,1,100,100,0,100,0,0,0,0,0,0,0,0,0
07 CHS,Santiago el Pinar,  Santiago El Pinar,628,627,1,100,0,0,0,0,0,0,0,0,0,0,100,0
07 CHS,Capitán Luis Ángel Vidal,  Capitán Luis Ángel Vidal,692,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Rincón Chamula San Pedro,  Rincón Chamula San Pedro,2476,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,El Parral,  El Parral,2307,2258,5,100,40,0,0,100,20,20,0,0,0,100,40,0
07 CHS,Emiliano Zapata,  Emiliano Zapata,1883,1861,48,95.83333333,97.82608696,48.88888889,57.77777778,28.88888889,6.52173913,2.173913043,0,0,100,0,8.695652174,0
07 CHS,Mezcalapa,  Mezcalapa,2413,2128,30,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Honduras de la Sierra,  Honduras De La Sierra,744,743,1,0,0,0,0,0,0,0,0,0,0,0,0,0
08 CHI,, Chihuahua,85628,77656,27021,58.22878502,73.0901233,30.34782609,52.32173913,59.02608696,11.68806407,22.58802593,50.2813731,4.445694992,4.108047271,49.60607766,9.908478454,1.735095971
08 CHI,Ahumada,  Ahumada,784,516,498,73.09236948,38.18681319,14.38848921,57.55395683,62.58992806,7.967032967,57.41758242,81.33971292,2.392344498,1.435406699,25.35885167,7.967032967,0.274725275
08 CHI,Aldama,  Aldama,1218,885,788,58.62944162,63.2034632,1.712328767,65.4109589,41.78082192,8.008658009,37.22943723,51.74418605,1.162790698,0.581395349,50,10.17316017,0.216450216
08 CHI,Allende,  Allende,1293,1251,1030,53.98058252,62.58992806,25,57.75862069,85.91954023,22.6618705,41.90647482,3.004291845,0.858369099,0.429184549,95.70815451,16.72661871,0.539568345
08 CHI,Aquiles Serdán,  Aquiles Serdán,39,13,5,40,100,0,100,100,0,0,0,0,0,0,0,0
08 CHI,Ascensión,  Ascensión,940,652,584,66.43835616,65.72164948,1.568627451,29.80392157,72.15686275,6.18556701,22.93814433,91.01123596,4.494382022,2.247191011,6.741573034,18.04123711,0.773195876
08 CHI,Bachíniva,  Bachíniva,716,684,219,51.14155251,69.64285714,3.846153846,37.17948718,73.07692308,24.10714286,20.53571429,17.39130435,0,4.347826087,86.95652174,17.85714286,0
08 CHI,Balleza,  Balleza,2272,2007,155,96.77419355,92,0,49.27536232,54.34782609,2.666666667,6.666666667,20,0,0,80,2,0
08 CHI,Batopilas de Manuel Gómez Morín,  Batopilas De Manuel Gómez Morín,1932,1925,328,100,97.86585366,0,97.19626168,3.115264798,28.65853659,1.219512195,0,25,0,75,0.304878049,1.524390244
08 CHI,Bocoyna,  Bocoyna,2482,2469,6,100,16.66666667,0,100,0,16.66666667,16.66666667,0,0,0,100,16.66666667,50
08 CHI,Buenaventura,  Buenaventura,1819,1649,1629,61.20319214,72.41725176,26.86980609,34.90304709,76.31578947,5.115346038,29.4884654,67.68707483,1.020408163,0.680272109,34.3537415,9.528585757,0.200601805
08 CHI,Camargo,  Camargo,1446,1077,1053,64.67236467,83.11306902,21.37809187,44.16961131,71.73144876,8.663729809,12.33480176,28.57142857,4.761904762,7.142857143,66.66666667,6.607929515,1.908957416
08 CHI,Carichí,  Carichí,1588,1536,278,68.34532374,12.63157895,0,20.83333333,79.16666667,8.947368421,5.789473684,18.18181818,0,0,81.81818182,6.315789474,75.78947368
08 CHI,Casas Grandes,  Casas Grandes,1083,886,645,53.33333333,85.1744186,0.341296928,75.08532423,54.94880546,17.15116279,8.139534884,46.42857143,3.571428571,0,60.71428571,11.91860465,0.290697674
08 CHI,Coronado,  Coronado,585,534,512,61.9140625,95.2681388,63.24503311,14.56953642,96.02649007,5.993690852,9.148264984,10.34482759,0,6.896551724,86.20689655,1.261829653,0
08 CHI,Coyame del Sotol,  Coyame Del Sotol,556,300,259,59.07335907,86.2745098,20.45454545,63.63636364,65.90909091,10.45751634,13.7254902,57.14285714,4.761904762,9.523809524,61.9047619,9.150326797,0
08 CHI,La Cruz,  La Cruz,514,461,458,59.6069869,98.53479853,78.0669145,55.76208178,11.52416357,1.831501832,2.197802198,16.66666667,0,33.33333333,50,0.366300366,0.366300366
08 CHI,Cuauhtémoc,  Cuauhtémoc,4743,4452,1768,44.57013575,65.60913706,3.868471954,11.02514507,88.58800774,17.00507614,28.55329949,63.11111111,11.11111111,4.888888889,28,17.63959391,0.253807107
08 CHI,Cusihuiriachi,  Cusihuiriachi,1773,1662,413,37.77239709,52.56410256,3.658536585,29.26829268,80.48780488,25,39.74358974,72.58064516,4.838709677,1.612903226,37.09677419,17.94871795,0.641025641
08 CHI,Chihuahua,  Chihuahua,2405,1766,693,59.16305916,40.24390244,21.21212121,58.78787879,47.87878788,22.68292683,51.46341463,53.08056872,7.109004739,2.369668246,71.09004739,10.24390244,1.951219512
08 CHI,Chínipas,  Chínipas,878,861,5,100,40,0,0,100,0,40,0,0,100,0,40,0
08 CHI,Delicias,  Delicias,674,601,593,76.22259696,88.9380531,75.12437811,37.31343284,68.4079602,6.637168142,13.9380531,19.04761905,6.349206349,1.587301587,80.95238095,6.415929204,1.10619469
08 CHI,Dr. Belisario Domínguez,  Dr. Belisario Domínguez,893,778,27,100,62.96296296,11.76470588,35.29411765,82.35294118,44.44444444,51.85185185,28.57142857,0,14.28571429,71.42857143,14.81481481,0
08 CHI,Galeana,  Galeana,516,425,416,48.07692308,55.5,13.51351351,22.52252252,81.98198198,31.5,39.5,69.62025316,2.53164557,1.265822785,43.03797468,4,0
08 CHI,Santa Isabel,  Santa Isabel,609,561,22,81.81818182,16.66666667,0,33.33333333,66.66666667,11.11111111,66.66666667,16.66666667,0,0,91.66666667,11.11111111,0
08 CHI,Gómez Farías,  Gómez Farías,1413,1371,145,53.10344828,92.20779221,8.450704225,2.816901408,94.36619718,0,14.28571429,63.63636364,0,18.18181818,18.18181818,5.194805195,1.298701299
08 CHI,Gran Morelos,  Gran Morelos,601,548,32,93.75,83.33333333,8,80,72,16.66666667,10,33.33333333,33.33333333,0,100,10,0
08 CHI,Guachochi,  Guachochi,5974,5963,33,100,42.42424242,7.142857143,85.71428571,21.42857143,27.27272727,39.39393939,23.07692308,0,7.692307692,76.92307692,21.21212121,9.090909091
08 CHI,Guadalupe,  Guadalupe,424,313,255,36.07843137,94.56521739,34.48275862,55.17241379,39.08045977,1.086956522,13.04347826,8.333333333,0,83.33333333,8.333333333,6.52173913,0
08 CHI,Guadalupe y Calvo,  Guadalupe Y Calvo,5988,5946,12,100,50,0,66.66666667,33.33333333,25,33.33333333,0,0,0,100,0,16.66666667
08 CHI,Guazapares,  Guazapares,929,909,3,100,100,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0
08 CHI,Guerrero,  Guerrero,3832,3658,728,64.28571429,62.17948718,6.18556701,26.11683849,82.13058419,37.17948718,23.5042735,46.36363636,4.545454545,1.818181818,61.81818182,9.401709402,0.641025641
08 CHI,Hidalgo del Parral,  Hidalgo Del Parral,627,562,229,70.74235808,75.30864198,3.278688525,65.57377049,72.13114754,9.259259259,12.96296296,28.57142857,0,4.761904762,76.19047619,11.72839506,0
08 CHI,Huejotitán,  Huejotitán,356,313,42,45.23809524,89.47368421,11.76470588,76.47058824,35.29411765,0,21.05263158,0,0,0,100,0,0
08 CHI,Ignacio Zaragoza,  Ignacio Zaragoza,1981,1508,109,57.79816514,96.82539683,3.278688525,80.32786885,44.26229508,0,9.523809524,33.33333333,0,33.33333333,33.33333333,3.174603175,0
08 CHI,Janos,  Janos,1466,1119,1032,48.25581395,41.36546185,13.10679612,48.54368932,52.91262136,2.008032129,39.75903614,88.38383838,1.01010101,9.595959596,6.565656566,41.36546185,0
08 CHI,Jiménez,  Jiménez,1011,754,712,58.70786517,56.93779904,29.41176471,65.12605042,17.64705882,17.22488038,29.18660287,14.75409836,1.639344262,1.639344262,85.24590164,13.87559809,0.23923445
08 CHI,Juárez,  Juárez,447,300,288,55.90277778,68.32298137,43.63636364,65.45454545,31.81818182,3.105590062,21.73913043,0,0,71.42857143,28.57142857,26.70807453,0.621118012
08 CHI,Julimes,  Julimes,609,498,490,53.46938776,91.98473282,68.87966805,80.49792531,82.57261411,0,9.541984733,88,0,0,16,3.053435115,0
08 CHI,López,  López,771,738,727,53.64511692,74.87179487,28.08219178,35.61643836,48.63013699,10.25641026,17.17948718,5.970149254,0,1.492537313,94.02985075,14.35897436,0.512820513
08 CHI,Madera,  Madera,1974,1761,37,94.59459459,88.57142857,0,87.09677419,38.70967742,2.857142857,5.714285714,100,0,0,0,8.571428571,0
08 CHI,Maguarichi,  Maguarichi,131,129,2,100,100,50,50,0,0,0,0,0,0,0,0,0
08 CHI,Manuel Benavides,  Manuel Benavides,347,185,40,82.5,100,12.12121212,87.87878788,9.090909091,3.03030303,3.03030303,0,0,100,0,0,3.03030303
08 CHI,Matachí,  Matachí,434,428,33,60.60606061,95,68.42105263,10.52631579,84.21052632,0,5,100,0,0,0,0,0
08 CHI,Matamoros,  Matamoros,748,677,223,51.12107623,85.96491228,43.87755102,54.08163265,86.73469388,7.01754386,14.03508772,62.5,6.25,18.75,43.75,11.40350877,0
08 CHI,Meoqui,  Meoqui,1857,1731,1705,46.74486804,94.10288582,58.4,65.2,43.46666667,1.254705144,5.144291092,26.82926829,7.317073171,2.43902439,65.85365854,4.642409034,1.003764115
08 CHI,Morelos,  Morelos,1016,1007,230,100,85.65217391,0.507614213,88.3248731,15.2284264,14.7826087,10.43478261,8.333333333,0,4.166666667,87.5,5.217391304,4.347826087
08 CHI,Moris,  Moris,675,665,7,100,85.71428571,16.66666667,100,0,0,42.85714286,33.33333333,0,0,66.66666667,14.28571429,0
08 CHI,Namiquipa,  Namiquipa,3121,2947,1300,51.15384615,46.01503759,0.980392157,19.93464052,82.02614379,26.76691729,44.81203008,76.17449664,6.040268456,1.006711409,28.52348993,6.766917293,0.45112782
08 CHI,Nonoava,  Nonoava,319,272,12,100,100,8.333333333,66.66666667,58.33333333,0,16.66666667,0,0,0,100,0,0
08 CHI,Nuevo Casas Grandes,  Nuevo Casas Grandes,538,459,455,66.81318681,64.80263158,0.507614213,32.99492386,68.52791878,13.15789474,17.76315789,51.85185185,0,0,51.85185185,20.72368421,0
08 CHI,Ocampo,  Ocampo,758,750,3,100,100,0,100,0,33.33333333,66.66666667,0,0,0,100,0,0
08 CHI,Ojinaga,  Ojinaga,818,645,552,64.13043478,55.36723164,36.73469388,44.3877551,37.75510204,2.259887006,42.93785311,94.73684211,0.657894737,0.657894737,18.42105263,10.16949153,0
08 CHI,Praxedis G. Guerrero,  Praxedis G. Guerrero,256,231,226,51.32743363,98.27586207,21.92982456,76.31578947,33.33333333,0.862068966,2.586206897,0,0,66.66666667,66.66666667,0,0.862068966
08 CHI,Riva Palacio,  Riva Palacio,2015,1859,456,24.34210526,25.22522523,7.142857143,17.85714286,85.71428571,3.603603604,73.87387387,65.85365854,32.92682927,1.219512195,9.756097561,5.405405405,0
08 CHI,Rosales,  Rosales,1407,1302,1274,55.49450549,95.61527581,75.88757396,53.40236686,70.56213018,2.97029703,9.900990099,12.85714286,28.57142857,4.285714286,57.14285714,4.384724187,0.848656294
08 CHI,Rosario,  Rosario,592,500,114,92.98245614,99.05660377,80.95238095,79.04761905,12.38095238,0,7.547169811,0,0,62.5,50,0.943396226,0
08 CHI,San Francisco de Borja,  San Francisco De Borja,522,444,61,91.80327869,98.21428571,14.54545455,78.18181818,20,0,14.28571429,62.5,0,0,37.5,0,0
08 CHI,San Francisco de Conchos,  San Francisco De Conchos,476,429,417,47.72182254,89.44723618,9.550561798,50,72.47191011,7.035175879,13.06532663,15.38461538,3.846153846,26.92307692,61.53846154,19.09547739,0
08 CHI,San Francisco del Oro,  San Francisco Del Oro,377,351,40,47.5,57.89473684,0,54.54545455,45.45454545,15.78947368,26.31578947,40,0,20,40,26.31578947,0
08 CHI,Santa Bárbara,  Santa Bárbara,385,364,70,70,51.02040816,4,72,36,18.36734694,26.53061224,15.38461538,0,7.692307692,84.61538462,16.32653061,2.040816327
08 CHI,Satevó,  Satevó,1074,930,304,87.17105263,95.47169811,33.20158103,76.28458498,82.21343874,3.018867925,4.150943396,9.090909091,0,9.090909091,81.81818182,2.264150943,0.754716981
08 CHI,Saucillo,  Saucillo,1543,1397,1389,54.28365731,96.02122016,49.72375691,69.19889503,67.9558011,2.785145889,6.100795756,10.86956522,8.695652174,2.173913043,82.60869565,2.652519894,2.652519894
08 CHI,Temósachic,  Temósachic,847,711,47,97.87234043,91.30434783,23.80952381,61.9047619,57.14285714,4.347826087,8.695652174,25,25,25,25,2.173913043,2.173913043
08 CHI,El Tule,  El Tule,404,343,86,54.65116279,91.4893617,4.651162791,65.11627907,32.55813953,4.255319149,8.510638298,25,0,0,75,0,0
08 CHI,Urique,  Urique,2736,2714,308,100,49.35064935,0.657894737,98.02631579,1.315789474,64.28571429,49.35064935,1.973684211,0,0,98.02631579,4.87012987,4.545454545
08 CHI,Uruachi,  Uruachi,1178,1168,123,100,82.11382114,97.02970297,1.98019802,0.99009901,0,4.06504065,0,0,60,40,20.32520325,0
08 CHI,Valle de Zaragoza,  Valle De Zaragoza,893,806,286,64.68531469,96.21621622,4.494382022,92.69662921,12.35955056,0,4.324324324,62.5,0,0,37.5,3.783783784,0
09 CDM,, Ciudad De México,11410,11281,2096,97.85305344,86.39687957,2.595936795,98.25056433,0.282167043,1.999024866,4.241833252,0,0,0,100,6.533398342,5.997074598
09 CDM,Cuajimalpa de Morelos,  Cuajimalpa De Morelos,98,95,11,100,18.18181818,0,50,50,9.090909091,27.27272727,0,0,0,100,18.18181818,45.45454545
09 CDM,Iztapalapa,  Iztapalapa,43,40,1,100,100,0,100,0,0,0,0,0,0,0,0,100
09 CDM,La Magdalena Contreras,  La Magdalena Contreras,282,276,23,100,26.08695652,0,100,0,13.04347826,17.39130435,0,0,0,100,65.2173913,0
09 CDM,Milpa Alta,  Milpa Alta,5062,5030,78,100,35.8974359,10.71428571,92.85714286,0,6.41025641,7.692307692,0,0,0,100,33.33333333,16.66666667
09 CDM,Álvaro Obregón,  Álvaro Obregón,155,150,9,100,22.22222222,50,50,0,0,11.11111111,0,0,0,100,44.44444444,44.44444444
09 CDM,Tláhuac,  Tláhuac,2051,2023,609,97.53694581,91.41414141,2.209944751,97.97421731,0.73664825,1.515151515,4.04040404,0,0,0,100,3.872053872,3.872053872
09 CDM,Tlalpan,  Tlalpan,1198,1168,49,100,28.57142857,7.142857143,92.85714286,0,18.36734694,14.28571429,0,0,0,100,40.81632653,12.24489796
09 CDM,Xochimilco,  Xochimilco,2521,2499,1316,97.72036474,91.44634526,2.465986395,98.7244898,0,1.088646967,3.265940902,0,0,0,100,3.421461897,5.520995334
10 DGO,, Durango,91425,87806,24732,55.58385897,87.0153488,34.16652734,57.17271359,55.49239258,1.433039936,6.081326835,41.14832536,3.229665072,18.30143541,50.23923445,5.317523823,6.190441551
10 DGO,Canatlán,  Canatlán,4905,4802,1181,56.47756139,93.25337331,16.72025723,29.74276527,68.32797428,5.847076462,6.146926537,24.3902439,2.43902439,34.14634146,48.7804878,2.99850075,0.299850075
10 DGO,Canelas,  Canelas,338,335,14,92.85714286,30.76923077,0,100,0,0,53.84615385,28.57142857,0,0,71.42857143,23.07692308,15.38461538
10 DGO,Coneto de Comonfort,  Coneto De Comonfort,1019,991,57,64.9122807,100,5.405405405,48.64864865,54.05405405,2.702702703,2.702702703,0,0,0,100,0,0
10 DGO,Cuencamé,  Cuencamé,5500,5372,229,81.65938865,84.49197861,15.82278481,55.06329114,68.35443038,3.743315508,18.18181818,61.76470588,2.941176471,17.64705882,32.35294118,6.417112299,0.534759358
10 DGO,Durango,  Durango,9002,8579,3075,53.59349593,92.29368932,40.76265615,48.91518738,48.19197896,0.910194175,7.34223301,26.44628099,2.479338843,16.52892562,65.2892562,2.973300971,3.458737864
10 DGO,General Simón Bolívar,  General Simón Bolívar,1860,1822,1081,57.44680851,87.92270531,18.86446886,86.81318681,36.81318681,0,0.483091787,33.33333333,33.33333333,0,33.33333333,0.483091787,11.91626409
10 DGO,Gómez Palacio,  Gómez Palacio,3004,2776,2747,32.98143429,98.78587196,64.69273743,70.61452514,51.84357542,0.55187638,2.649006623,41.66666667,4.166666667,33.33333333,20.83333333,1.434878587,6.070640177
10 DGO,Guadalupe Victoria,  Guadalupe Victoria,4062,3917,222,58.55855856,36.92307692,12.5,52.08333333,43.75,6.923076923,64.61538462,84.52380952,1.19047619,8.333333333,50,8.461538462,0
10 DGO,Guanaceví,  Guanaceví,1276,1189,63,98.41269841,96.77419355,1.666666667,48.33333333,78.33333333,0,4.838709677,33.33333333,0,0,66.66666667,3.225806452,4.838709677
10 DGO,Hidalgo,  Hidalgo,1112,1017,81,88.88888889,90.27777778,84.61538462,70.76923077,9.230769231,4.166666667,4.166666667,0,0,0,100,0,6.944444444
